model	task	layer	num_records	first_token_jsd	first_token_kl_full_to_pruned	first_token_kl_pruned_to_full	generation_mean_jsd	generation_mean_kl_full_to_pruned	generation_mean_kl_pruned_to_full	performance_Bleu_1	performance_Bleu_2	performance_Bleu_3	performance_Bleu_4	performance_CIDEr	performance_METEOR	performance_ROUGE_L	summary_path
llava-v1.5-7b	refcoco_plus	18	500	0.031198996090330184	0.17074587858468293	0.12057107656821608	0.030438355850055814	0.1648917861953378	0.13118023230321704	0.19502487562182586	0.07826895866373472	0.028973303517416765	2.0016832442960863e-06	0.3057803320897568	0.1255210553805526	0.22241317658480445	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_18/layer_summary.json
llava-v1.5-7b	refcoco_plus	19	500	0.022668725362978877	0.112020691588521	0.08871473012864589	0.021234347448684274	0.10913434998691082	0.08646948470920324	0.20392289482576803	0.08785609375985376	0.036172461801336465	2.3873641176075305e-06	0.33462495368094713	0.12738033684840236	0.22866850705363279	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_19/layer_summary.json
llava-v1.5-7b	refcoco_plus	20	500	0.02518264640495181	0.12254250006005168	0.10093832381814719	0.022195999309886246	0.10943751974962651	0.09425946178846062	0.19293384135774405	0.07990823566993858	0.030026201181665896	2.1018715767230103e-06	0.3188404130810716	0.12188091672854484	0.2177481696895632	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_20/layer_summary.json
llava-v1.5-7b	refcoco_plus	21	500	0.023910477449186146	0.11437933847680688	0.09580671993643046	0.022993114220909775	0.1161248386092484	0.09681957774050534	0.1881287726357518	0.079316906694951	0.03056962647675835	0.011782991062073927	0.28918810889624114	0.11788066290024454	0.21036190120112241	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_21/layer_summary.json
llava-v1.5-7b	refcoco_plus	22	500	0.02515879661217332	0.12537206040322782	0.10009502632915973	0.022530339560471475	0.11166175594553351	0.09702907573990524	0.18316151202742847	0.07549865598004461	0.028794642231645202	2.028518566238443e-06	0.29797018498575994	0.11594489852572237	0.2050810659222998	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_22/layer_summary.json
llava-v1.5-7b	refcoco_plus	23	500	0.030993129490874707	0.1612881280630827	0.12306501319631934	0.028619442027062177	0.1513842244334519	0.12109761438518762	0.17804459691246036	0.07080440673037146	0.028668046649967534	2.0200376634565707e-06	0.28384404718674855	0.1149383555367486	0.19867240354862487	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_23/layer_summary.json
llava-v1.5-7b	refcoco_plus	24	500	0.025554917470552028	0.12188362883217632	0.10410123354755342	0.023993579247035088	0.11704083101078867	0.10290669099241495	0.19819193324054304	0.08066164416066633	0.03261122419329066	2.2406329491075844e-06	0.3267317751093377	0.12414428707137665	0.22528385054694136	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_24/layer_summary.json
llava-v1.5-7b	refcoco_plus	25	500	0.029188405035994947	0.14894379033893346	0.11610820572450757	0.03189751193206757	0.17123881736397742	0.13633186446502804	0.18677966101688584	0.07460074753202942	0.0333527539698606	0.015037977153954768	0.30357665420643115	0.12041770352922447	0.2130031608108493	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_25/layer_summary.json
llava-v1.5-7b	refcoco_plus	26	500	0.029854069776833057	0.14866089724376796	0.12046116222441196	0.02769278236757964	0.13990996157750488	0.11894506453350186	0.186559327966333	0.07601339380653581	0.0291979779660899	2.0695199649546386e-06	0.29904951647200984	0.11231536908770158	0.2095780006522311	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_26/layer_summary.json
llava-v1.5-7b	refcoco_plus	27	500	0.0539532427676022	0.333190570525825	0.21263721396028995	0.04972122914064676	0.2911245066076517	0.21875570039078593	0.17682119205292157	0.06212240082042214	0.021218028702252197	1.583317009625897e-06	0.2605783887352501	0.11592450944400866	0.20351677125922488	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_27/layer_summary.json
llava-v1.5-7b	refcoco_plus	28	500	0.038579056767746804	0.21359522294998168	0.15175481329858304	0.034658198275603354	0.19057022996991874	0.15086194028705358	0.19425901201595652	0.08181209668507855	0.03328810438787787	0.014901891570504932	0.30513048213337796	0.12556000811269466	0.22013905844273735	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_28/layer_summary.json
llava-v1.5-7b	refcoco_plus	29	500	0.03753568093944341	0.20188568135723473	0.1486154034025967	0.029732184431515634	0.1557155488729477	0.12440551436692476	0.1849122807016895	0.07368405055170943	0.027387838930635094	0.011106695915258162	0.3217949087444731	0.11696434931677292	0.2116305674087663	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_29/layer_summary.json
llava-v1.5-7b	refcoco_plus	30	500	0.049962190613150596	0.2769785347506404	0.20257315748929977	0.03895372430235147	0.21404584063589574	0.16912649995833634	0.17112843104026731	0.060831337230086574	0.023679098596014622	1.7392300133332134e-06	0.2640860106282067	0.11271610279994645	0.19650233722482824	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_30/layer_summary.json
llava-v1.5-7b	refcoco_plus	31	500	0.04509181492589414	0.2502140928097069	0.18048260306939481	0.036907460095360875	0.20461301710829138	0.1546600872837007	0.19252271139056865	0.07553531733455807	0.02904937606327404	0.011582660575547096	0.31385429061590375	0.12028784275322485	0.21327158075640026	/data1/chenzixuan/open_source_projects/LLaVA_token_compression/jsd_kl_result_relation/outputs/topk_64/llava-v1.5-7b/refcoco_plus/scoring_layer_31/layer_summary.json
